Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,E-mail 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,YouTube,Skype,Широта,Долгота,2GIS URL,Тип,Twitter,Telegram 1,Telegram 2,Telegram 3,Тип;;;;;;;;;;;;;;;;;;;,E-mail,Тип;;;;;;;;;;;;;;;;;;,Viber 1,Viber 2,Тип;;;;;;;;;;;;;;;;;,Тип;;;;;;;;;;;;;;;;;;;;;;;
магазин №13,"Супермаркеты;"" Разливное пиво",микрорайон Аксай 2," 12""""",1 этаж,50031.0,Аксай-2 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,"Пн: 08:00-22:00""; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00",+05:00,2.7,35.0,,,,,,,,,,,,,,,,,,,,43.240364,76.837047,https://2gis.com/firm/70000001026168982,,,,,,,,branch;;;;;;;;;;;,,,,
магазин,"Товары для новорождённых; Товары для беременных / Товары для кормящих мам;"" Игрушки",микрорайон Аксай-4," 70Б""""","28 офис""; 2 этаж",50063.0,Аксай-4 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 12:00-18:00; Вт: 12:00-18:00; Ср: 12:00-18:00; Чт: 12:00-18:00; Пт: 12:00-18:00; Сб: 12:00-18:00; Вс: 12:00-18:00 (по предварительному звонку),+05:00,4.2,4.0,87053087654,,,,,,,,,https://instagram.com/kathie_kz,,,https://wa.me/77053087654,,,,,,,43.225887,76.840753,https://2gis.com/firm/70000001060466018,,,,,,,,branch;;;;;;;;;,,,,
магазин,"Мототехника; Запчасти для мототехники; Ремонт / тюнинг мототехники;"" Замена масла",8-й микрорайон," 26а""""",1 этаж,50006.0,,Ауэзовский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-22:00""; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00",+05:00,4.7,105.0,87473737777,,,,,,,,,https://instagram.com/kenguru_moto1,,,https://wa.me/77473737777,,,,https://t.me/+77473737777,,,43.22812,76.874051,https://2gis.com/firm/70000001077823417,,,,,,,,branch;;;;;;;;;,,,,
магазин,"Мототехника; Запчасти для мототехники; Ремонт / тюнинг мототехники;"" Замена масла",8-й микрорайон," 26Б""""",,50006.0,,Ауэзовский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-22:00""; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00",+05:00,4.9,762.0,87473737777,,,,,,,,,https://instagram.com/kenguru_moto1,,,https://wa.me/77473737777,,,,https://t.me/+77473737777,,,43.227854,76.874302,https://2gis.com/firm/70000001062563833,,,,,,,,branch;;;;;;;;;,,,,
магазин,"Мужская одежда; Женская одежда;"" Обувные магазины",4-й микрорайон," 27а""""",1 этаж,50062.0,4-й м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-19:00""; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00",+05:00,3.0,5.0,87074356685,87782798889,87071535094.0,,,,,,,https://instagram.com/kiloshopalmaty,,,https://wa.me/77013595551,,,,,,,43.23,76.856987,https://2gis.com/firm/70000001048383045,,,,,,,,branch;;;;;;;;;;,,,,
магазин,"Обувные магазины; Мужская одежда; Женская одежда; Сумки / Кожгалантерея;"" Верхняя одежда",микрорайон Мамыр 1," 8а""""",2 этаж,50036.0,Мамыр-1 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-22:00""; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00",+05:00,1.7,6.0,87013877042,,,,,,http://kimex.kz,,,https://instagram.com/kimex_grazie,,,https://wa.me/77013877042,,,,,,,43.21265,76.841819,https://2gis.com/firm/70000001077505891,,,,,,,,branch;;;;;;;;,,,,
магазин,"Обувные магазины; Женская одежда; Мужская одежда;"" Сумки / Кожгалантерея",проспект Райымбека," 514а""""",1 этаж,50031.0,Аксай-1 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-22:00""; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00",+05:00,1.8,9.0,87017608249,,,,,,http://kimex.kz,,,https://instagram.com/kimex_grazie,,,https://wa.me/77017608249,,,,,,,43.244713,76.835845,https://2gis.com/firm/70000001067928481,,,,,,,,branch;;;;;;;;;,,,,
магазин,"Обувные магазины; Женская одежда; Мужская одежда; Сумки / Кожгалантерея;"" Детская одежда",11-й микрорайон," 3""""",1 этаж,50006.0,11 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-21:00""; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00",+05:00,2.2,31.0,87017162628,,,,,,http://kimex.kz,,,https://instagram.com/kimex_grazie,,,https://wa.me/77017162628,,,,,,,43.221577,76.870192,https://2gis.com/firm/9429940000829724,,,,,,,,branch;;;;;;;;,,,,
магазин,"Обувные магазины; Мужская одежда; Женская одежда; Сумки / Кожгалантерея;"" Детская одежда",6-й микрорайон," 3Б""""",1 этаж,50036.0,6-й м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-21:00""; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00",+05:00,3.2,70.0,87017162636,,,,,,http://kimex.kz,,,https://instagram.com/kimex_grazie,,,https://wa.me/77017162636,,,,,,,43.223428,76.858387,https://2gis.com/firm/9429940000792014,,,,,,,,branch;;;;;;;;,,,,
магазин,"Книги;"" Сувениры",микрорайон Аксай-5," 25""""",2 этаж,50063.0,Аксай-5 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-21:00""; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00",+05:00,4.1,81.0,87772233128,,,,,,http://www.kitapal.kz,,,https://instagram.com/kitapal.kz,,,https://wa.me/77775722233,,,,,,,43.230509,76.832857,https://2gis.com/firm/70000001052167371,,,,,,,,branch;;;;;;;;;;;,,,,
склад,"Косметика / Парфюмерия;"" Бытовая химия",улица Толе би," 298/3""""",1 этаж,50031.0,,Ауэзовский район,Алматы,,Алматы,Казахстан,"Пн: 09:00-18:00""; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00",+05:00,,,87770330099,87005030099,,,,,http://korcos.kz,,,,,,,,,,,,,43.244616,76.852617,https://2gis.com/firm/70000001060588373,,,,,,,,branch;;;;;;;;;;;;;,,,,
магазин,"Женская одежда; Обувные магазины; Косметика / Парфюмерия; Мужская одежда;"" Детская одежда",микрорайон Аксай-5," 25""""","49В бутик""; 2 этаж",50063.0,Аксай-5 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,,,87005700777,,,,,,,,,https://instagram.com/korean_luxurybrands,,,https://wa.me/77005700777,,,,,,,43.230509,76.832857,https://2gis.com/firm/70000001093468728,,,,,,,,branch;;;;;;;,,,,
магазин,"Межкомнатные двери; Напольные покрытия; Комплектующие для дверей; Декоративные отделочные элементы и материалы;"" Обои",улица Кабдолова," 1/8""""","10 бутик""; 2 ряд; 1 блок",50062.0,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,5.0,2.0,87272273085,87778444875,87089659046.0,,,,,,,https://instagram.com/kronos_group_almaty,,,https://wa.me/77089659046,https://wa.me/77018946743,,,,,,43.236046,76.843992,https://2gis.com/firm/9429940000799133,,,,,,,,branch;;;;;;,,,,
магазин,"Колбасные изделия;"" Молочные продукты",8-й микрорайон," 81""""",,50006.0,8 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-20:00""; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00",+05:00,5.0,2.0,87475970773,,,,,,http://rozumovich.kz,http://dep.kz,,https://instagram.com/kstfoodalmaty,,,https://wa.me/77475970773,,,,,,,43.22239,76.869146,https://2gis.com/firm/70000001090248760,,,,,,,,branch;;;;;;;;;;;,,,,
магазин,"Детская одежда;"" Детская обувь",улица Кабдолова," 1""""","23 бутик""; D линия; 11 блок",50062.0,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,5.0,6.0,87009999151,,,,,,,,,https://instagram.com/babyshop_latifa_almaty,,,https://wa.me/77009999151,,,,,,,43.238767,76.856314,https://2gis.com/firm/70000001034056240,,,,,,,,branch;;;;;;;;;,,,,
магазин,"Домашний текстиль;"" Нижнее бельё",улица Кабдолова," 1/4""""","9 бутик""; F линия; 6 блок",50062.0,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,3.0,2.0,87071551169,,,,,,,,,https://instagram.com/l_style_kz,,,https://wa.me/77071551169,https://wa.me/77771986354,,,,,,43.237783,76.849841,https://2gis.com/firm/70000001044993189,,,,,,,,branch;;;;;;;;;,,,,
магазин,"Оптика; Солнцезащитные очки;"" Контактные линзы",улица Кабдолова," 1""""","10 блок""; островок №2",50062.0,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,,,87072404022,,,,,,,,,https://instagram.com/focus_optics_almaty,,,https://wa.me/77072404022,,,,,,,43.238837,76.855488,https://2gis.com/firm/70000001093960730,,,,,,,,branch;;;;;;;;;,,,,
магазин,"Шины / Диски;"" Автоаксессуары",микрорайон Баянауыл," 57а""""","251 бутик""; 1 этаж; 4 ярус",50031.0,Баянауыл м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00; Сб: 09:00-18:00; Вс: 09:00-18:00,+05:00,4.8,7.0,87754797558 (единый номер: пн-вс 9:00-18:00),87784714311,87015596956.0,,,,,,,https://instagram.com/diski.lvz,,,https://wa.me/77754797558,https://wa.me/77784714311,https://wa.me/77015596956,,,,,43.238479,76.821982,https://2gis.com/firm/70000001026719100,,,,,,,,branch;;;;;;;;;,,,,
магазин,"Обувные магазины; Спортивная одежда / обувь; Мужская одежда;"" Женская одежда",8-й микрорайон," 37/1""""","19 бутик""; цокольный этаж",50006.0,8 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.4,99.0,87755274386,,,,,,http://www.tiktok.com/@madeextreme.kz,,,https://instagram.com/madeextreme.kz,,,https://wa.me/77755274386,,,,,,,43.22768,76.864578,https://2gis.com/firm/70000001046386927,,,,,,,,branch;;;;;;;;,,,,
магазин,"Товары для новорождённых;"" Игрушки",микрорайон Аксай-4," 55/1""""",цокольный этаж,50063.0,Аксай-4 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-17:00""; Вт: 10:00-17:00; Ср: 10:00-17:00; Чт: 10:00-17:00; Пт: 10:00-17:00",+05:00,5.0,8.0,87772636964,,,,,,http://mama-gadget.kz,,,https://instagram.com/mama_gadget.kzt,,,https://wa.me/77772636964,,,,,,,43.225926,76.83839,https://2gis.com/firm/70000001026958396,,,,,,,,branch;;;;;;;;;;;;;,,,,
магазин,"Женская одежда; Мужская одежда; Детская одежда; Нижнее бельё;"" Носки / Колготки",улица Кабдолова," 1/4""""","Н линия""; 6 блок",50062.0,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,2.4,10.0,,,,,,,http://markformelle.kz,,,https://instagram.com/markformelle,https://facebook.com/markformelle,https://vk.com/clubmarkformelle,,,,,https://t.me/formellekz,,,43.238131,76.84968,https://2gis.com/firm/70000001067423193,,,,,,,,branch;;;;;;;,,,,
магазин,"Женская одежда; Мужская одежда; Детская одежда; Нижнее бельё;"" Носки / Колготки",проспект Райымбека," 514а""""",1 этаж,50031.0,Аксай-1 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-22:00""; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00",+05:00,2.3,9.0,87057555434,,,,,,http://markformelle.kz,,,https://instagram.com/markformelle,https://facebook.com/markformelle,https://vk.com/clubmarkformelle,,,,,https://t.me/formellekz,,,43.244308,76.836021,https://2gis.com/firm/70000001034594698,,,,,,,,branch;;;;;;;;,,,,
магазин,"Мужская одежда; Женская одежда; Детская одежда; Нижнее бельё;"" Носки / Колготки",8-й микрорайон," 9""""",1 этаж,50006.0,8 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-20:00""; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00",+05:00,3.8,35.0,87057555455,,,,,,http://markformelle.kz,,,https://instagram.com/markformelle,https://facebook.com/markformelle,https://vk.com/clubmarkformelle,,,,,https://t.me/formellekz,,,43.22476,76.865819,https://2gis.com/firm/70000001033990670,,,,,,,,branch;;;;;;;;,,,,
магазин,"Посуда; Часы / Аксессуары; Сувениры;"" Домашний текстиль",улица Жандосова," 83""""",2 этаж,50052.0,,Ауэзовский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-22:00""; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00",+05:00,4.4,52.0,87081018935 (касса),,,,,,,,,https://instagram.com/miahome_kz,,,https://wa.me/77081018935,,,,,,,43.207878,76.858262,https://2gis.com/firm/70000001036711743,,,,,,,,branch;;;;;;;;;,,,,
магазин,"Детская одежда; Товары для новорождённых; Игрушки;"" Канцтовары",2-й микрорайон," 40а""""",1 этаж,50062.0,2 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-20:00""; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00",+05:00,3.3,11.0,87779631533,,,,,,,,,https://instagram.com/mikki_almaty,,,https://wa.me/77001110137,,,,,,,43.232616,76.861457,https://2gis.com/firm/70000001061609957,,,,,,,,branch;;;;;;;;;,,,,
магазин,"Детская одежда; Товары для праздников; Товары для новорождённых; Игрушки;"" Хозтовары",микрорайон Мамыр 2," 3""""",1 этаж,50036.0,Мамыр-2 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-20:00""; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00",+05:00,3.8,18.0,87779631533,,,,,,,,,https://instagram.com/mikki_almaty,,,https://wa.me/77779631533,,,,,,,43.211673,76.850375,https://2gis.com/firm/70000001033511755,,,,,,,,branch;;;;;;;;,,,,
магазин,"Нижнее бельё;"" Носки / Колготки",8-й микрорайон," 37/1""""",цокольный этаж,50006.0,8 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,"Пн: 10:00-22:00""; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00",+05:00,4.0,5.0,,,,,,,,,,https://instagram.com/milavitsaofficial.kz,,,https://wa.me/77071151916,,,,,,,43.227574,76.86425,https://2gis.com/firm/70000001089469689,,,,,,,,branch;;;;;;;;;;;,,,,
магазин,"Нижнее бельё;"" Носки / Колготки",улица Кабдолова," 1/4""""","13 бутик""; G линия; 6 блок",50062.0,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.8,25.0,87071157636,,,,,,,,,https://instagram.com/milavitsaofficial.kz,,,https://wa.me/77071151916,,,,,,,43.237913,76.849945,https://2gis.com/firm/70000001046634721,,,,,,,,branch;;;;;;;;;,,,,
