Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram,Facebook,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram 1,Telegram 2,YouTube,Skype,Широта,Долгота,2GIS URL,Тип
Алтын Адам,мини-маркет,Супермаркеты,"улица Зеина Шашкина, 5а",1 этаж,050040,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 09:00-24:00,+05:00,1.9,7,87273871191,,,,,,,,,,https://wa.me/77089280228,,,,,,,,43.22462,76.930754,https://2gis.com/firm/9429940000843388,branch
Алтын кус,магазин,Мясо птицы / Полуфабрикаты; Яйцо,"проспект Гагарина, 161",1 этаж,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 10:00-19:00; Вс: 10:00-19:00,+05:00,3.2,15,87015000936,87011117265,,,,,,,,,https://wa.me/77011117265,https://wa.me/77015000936,,,,,,,43.220035,76.896848,https://2gis.com/firm/70000001030573838,branch
Алуа,продуктовый магазин,Продуктовые магазины,"улица Радостовца, 173",,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.8,11,,,,,,,,,,,,,,,,,,,43.230943,76.892927,https://2gis.com/firm/9429940001074691,branch
Аль-Басит,продуктовый магазин,Продуктовые магазины,"микрорайон Алмагуль, 6",1 этаж,050060,Алмагуль м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 07:30-22:30; Вт: 07:30-22:30; Ср: 07:30-22:30; Чт: 07:30-22:30; Пт: 07:30-22:30; Сб: 07:30-22:30; Вс: 07:30-22:30,+05:00,5.0,2,,,,,,,,,,,,,,,,,,,43.208095,76.901829,https://2gis.com/firm/9429940000792530,branch
Аль-Исхан,продуктовый магазин,Продуктовые магазины,"улица Шагабутдинова, 171",1 этаж,050022,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 07:00-21:00; Вт: 07:00-21:00; Ср: 07:00-21:00; Чт: 07:00-21:00; Пт: 07:00-21:00; Сб: 07:00-21:00; Вс: 07:00-21:00,+05:00,1.5,25,,,,,,,,,,,,,,,,,,,43.241413,76.921874,https://2gis.com/firm/9429940001088744,branch
Альпийские луга,продуктовый магазин,Продуктовые магазины,"улица Набережная, 177",,050045,Нурлытау м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,3.6,5,,,,,,,,,,,,,,,,,,,43.145574,76.902736,https://2gis.com/firm/9429940001217902,branch
АльпКонтракт,магазин,Товары для туризма и отдыха,"улица Ухтомского, 21",2 этаж,050042,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-18:00; Вт: 09:00-18:00; Ср: 09:00-18:00; Чт: 09:00-18:00; Пт: 09:00-18:00,+05:00,,,87273410810,87072406789,,,http://sizcontract.kz,,,,,,https://wa.me/77072406789,,,,https://t.me/+77072406789,,,,43.206255,76.880283,https://2gis.com/firm/70000001057818258,branch
Альтаир,продовольственный магазин,Продуктовые магазины,"улица Маркова, 43",1 этаж,050040,Коктем-1 м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,2.9,17,87272608122,,,,,,,,,,,,,,,,,,43.229527,76.930798,https://2gis.com/firm/9429940001143025,branch
Амина,продовольственный магазин,Продуктовые магазины,"проспект Дулати, 5",,050072,Архат м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 07:30-01:00; Вт: 07:30-01:00; Ср: 07:30-01:00; Чт: 07:30-01:00; Пт: 07:30-01:00; Сб: 07:30-01:00; Вс: 07:30-01:00,+05:00,4.1,8,87014984900,,,,,,,,,,https://wa.me/77014984900,,,,,,,,43.155744,76.894715,https://2gis.com/firm/9429940001227222,branch
Амир,продуктовый магазин,Продуктовые магазины,"улица Жандосова, 168",1 этаж,050042,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+05:00,2.9,13,,,,,,,,,,,,,,,,,,,43.209928,76.86732,https://2gis.com/firm/9429940001012890,branch
Анара,продуктовый магазин,Продуктовые магазины,"улица Желтоксан, 177Б",1 этаж,050013,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,1.6,24,,,,,,,,,,,,,,,,,,,43.237399,76.941407,https://2gis.com/firm/9429940000874518,branch
Анель,продуктовый магазин,Продуктовые магазины,"микрорайон Керемет, 5 к12",1 этаж,050013,Керемет м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,2.9,8,87272379567,,,,,,,,,,,,,,,,,,43.234322,76.937438,https://2gis.com/firm/70000001021207139,branch
Анеля ,магазин продуктовый,Продуктовые магазины,"микрорайон Орбита-3, 49",1 этаж,050043,Орбита-3 м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 07:30-02:00; Вт: 07:30-02:00; Ср: 07:30-02:00; Чт: 07:30-02:00; Пт: 07:30-02:00; Сб: 09:00-02:00; Вс: 09:00-02:00,+05:00,3.3,9,87077007902,,,,,,,,,,https://wa.me/77077007902,,,,,,,,43.198374,76.872874,https://2gis.com/firm/70000001081059679,branch
Апельсин,продуктовый магазин,Продуктовые магазины,"улица Егизбаева, 7а блок 3",1 этаж,050046,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,2.0,14,87077244046,87075343911,,,,,,,,,https://wa.me/77077244046,,,,,,,,43.231537,76.884834,https://2gis.com/firm/70000001030428607,branch
Аппетит,мини-маркет,Супермаркеты,"микрорайон Орбита 1, 2",1 этаж,050043,Орбита-1 м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-01:00; Вт: 08:00-01:00; Ср: 08:00-01:00; Чт: 08:00-01:00; Пт: 08:00-01:00; Сб: 08:00-01:00; Вс: 08:00-01:00,+05:00,2.2,65,,,,,,,,,,,,,,,,,,,43.202416,76.885535,https://2gis.com/firm/9429940000901812,branch
АР-Маркет,мини-маркет,Супермаркеты,"микрорайон Ерменсай, 9",,050044,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:30-23:00; Вт: 08:30-23:00; Ср: 08:30-23:00; Чт: 08:30-23:00; Пт: 08:30-23:00; Сб: 08:30-23:00; Вс: 08:30-23:00,+05:00,1.9,20,87773330306,,,,,,,,,,https://wa.me/77773330306,,,,,,,,43.198939,76.930838,https://2gis.com/firm/70000001064538369,branch
Арай,продуктовый магазин,Продуктовые магазины; Бытовая химия,"улица Сыргабекова, 19",,050023,Баганашыл м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,4.2,4,87017662317,87272991580,87717905958,,,,,,,,https://wa.me/77017662317,,,,,,,,43.19625,76.911532,https://2gis.com/firm/70000001082007434,branch
Арай,продуктовый магазин,Продуктовые магазины,"микрорайон Коктем-2, 1",1 этаж,050040,Коктем-2 м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-02:00; Вт: 08:00-02:00; Ср: 08:00-02:00; Чт: 08:00-02:00; Пт: 08:00-02:00; Сб: 08:00-02:00; Вс: 08:00-02:00,+05:00,3.2,35,87781060071,,,,,,,,,,https://wa.me/77781060071,,,,,,,,43.227542,76.922579,https://2gis.com/firm/9429940000792814,branch
Арайлым,продуктовый магазин,Продуктовые магазины,"улица Радостовца, 152/4",1 этаж,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-24:00; Вт: 09:00-24:00; Ср: 09:00-24:00; Чт: 09:00-24:00; Пт: 09:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+05:00,2.0,19,87053857492,,,,,,,,,,https://wa.me/77053857492,,,,,,,,43.228202,76.89423,https://2gis.com/firm/9429940000792822,branch
Арал,продовольственный магазин,Продуктовые магазины,"улица Лазарева, 86",,050035,,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+05:00,5.0,7,,,,,,,,,,,,,,,,,,,43.226835,76.877187,https://2gis.com/firm/9429940001156630,branch
Арзан ,продуктовый магазин,Продуктовые магазины,"улица Зеина Шашкина, 14а",1 этаж,050040,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 07:00-24:00; Вт: 07:00-24:00; Ср: 07:00-24:00; Чт: 07:00-24:00; Пт: 07:00-24:00; Сб: 07:00-24:00; Вс: 07:00-24:00,+05:00,,,87754757714,,,,,,,,,,,,,,,,,,43.224238,76.93198,https://2gis.com/firm/70000001094542275,branch
Арзан ,продуктовый магазин,Продуктовые магазины,"проспект Сейфуллина, 540",,050022,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 07:00-24:00; Вт: 07:00-24:00; Ср: 07:00-24:00; Чт: 07:00-24:00; Пт: 07:00-24:00; Сб: 07:00-24:00; Вс: 07:00-24:00,+05:00,2.3,7,87754757714,,,,,,,,,,https://wa.me/77059613595,,,,,,,,43.240528,76.934654,https://2gis.com/firm/70000001090491370,branch
Арзан,магазин,Продуктовые магазины,"улица Зеина Шашкина, 14",,050040,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 07:00-24:00; Вт: 07:00-24:00; Ср: 07:00-24:00; Чт: 07:00-24:00; Пт: 07:00-24:00; Сб: 07:00-24:00; Вс: 07:00-24:00,+05:00,,,87771367969,,,,,,,,,,https://wa.me/77771367969,,,,,,,,43.224548,76.932082,https://2gis.com/firm/70000001094599193,branch
Арзан,продуктовый магазин,Продуктовые магазины; Бытовая химия,"микрорайон Таугуль-1, 1",1 этаж,050042,Таугуль-1 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 09:00-24:00; Вс: 09:00-24:00,+05:00,2.3,6,,,,,,,,,,,,,,,,,,,43.212675,76.880759,https://2gis.com/firm/70000001022288864,branch
Арка,продовольственный магазин,Продуктовые магазины,"Коктем-3 микрорайон, 2",1 этаж,050040,Коктем-3 м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.9,18,87027457676,,,,,,,,,,https://wa.me/77027457676,,,,,,,,43.23187,76.91657,https://2gis.com/firm/9429940001152300,branch
Арнау,продуктовый магазин,Продуктовые магазины,"проспект Аль-Фараби, 71/13",,050040,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,3.9,4,,,,,,,,,,,,,,,,,,,43.221185,76.919338,https://2gis.com/firm/70000001087780414,branch
Артус,продуктовый магазин,Продуктовые магазины,"проспект Абая, 159Б",1 этаж,050046,,Алмалинский район,Алматы,,Алматы,Казахстан,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+05:00,2.4,4,87273943527,,,,,,,,,,,,,,,,,,43.238854,76.888827,https://2gis.com/firm/9429940001056535,branch
Аружан,магазин,Продуктовые магазины,"улица Тургут Озала, 269",,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,4.0,6,,,,,,,,,,,,,,,,,,,43.231037,76.882584,https://2gis.com/firm/9429940001377820,branch
Аружан,магазин продуктов питания,Продуктовые магазины,"улица Кенесары хана, 39",,,Каргалы м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,4.1,22,,,,,,,,,,,,,,,,,,,43.166799,76.877948,https://2gis.com/firm/70000001022637889,branch
Аружан,продовольственный магазин,Продуктовые магазины,"улица Утегенова, 17/1",,050045,Нур Алатау м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+05:00,5.0,1,,,,,,,,,,,,,,,,,,,43.178257,76.895794,https://2gis.com/firm/70000001018976587,branch
Аружан,продуктовый магазин,Продуктовые магазины,"улица Кожабекова, 21",,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+05:00,1.2,71,,,,,,,,,,,,,,,,,,,43.200636,76.895287,https://2gis.com/firm/9429940001082721,branch
Аружан,продуктовый магазин,Продуктовые магазины,"улица Тургенева, 1",1 этаж,050042,Таугуль-2 м-н,Ауэзовский район,Алматы,,Алматы,Казахстан,Пн: 08:00-03:00; Вт: 08:00-03:00; Ср: 08:00-03:00; Чт: 08:00-03:00; Пт: 08:00-03:00; Сб: 08:00-03:00; Вс: 08:00-03:00,+05:00,2.4,28,,,,,,,,,,,,,,,,,,,43.208924,76.88214,https://2gis.com/firm/9429940001023357,branch
Арыстан,мини-маркет,Супермаркеты,"микрорайон Казахфильм, 14",1 этаж,050023,Казахфильм м-н,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-19:00; Вт: 08:00-19:00; Ср: 08:00-19:00; Чт: 08:00-19:00; Пт: 08:00-19:00; Сб: 08:00-19:00; Вс: 08:00-19:00,+05:00,2.1,8,87272992377,,,,,,,,,,,,,,,,,,43.193656,76.905314,https://2gis.com/firm/9429940000843474,branch
Асан,продовольственный магазин,Продуктовые магазины,"улица Басенова, 45",1 этаж,050060,,Бостандыкский район,Алматы,,Алматы,Казахстан,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+05:00,2.0,10,87073943344,,,,,,,,,,https://wa.me/77073943344,,,,,,,,43.221179,76.889144,https://2gis.com/firm/9429940001067736,branch
Асель,продуктовый магазин,Продуктовые магазины; Разливное пиво,"улица Аскарова, 11",,,Рахат (Наурызбайский район) м-н,Наурызбайский район,Алматы,,Алматы,Казахстан,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+05:00,3.5,16,87006773493,87001101112,,,,,,,,,https://wa.me/77006773493,https://wa.me/77001101112,,,,,,,43.186368,76.866377,https://2gis.com/firm/9429940000929476,branch
